categoria,tempo_preparo,rendimento,ingredientes
massas,10MIN,10 porções,10 paes de qualquer tipo para economia pode ser pao amanhecido fica otimo mas se nao tiver pode ser pao fresquinho 500 g maionese de vidro 2 dentes de alho amassados 50 g de cebolinha verde 2 pitadas de tempero tipo sazon envelope ou fondor da maggi
doces-e-sobremesas,40MIN,20 porções,8 colheres sopa de leite em po 8 colheres sobremesa de chocolate em po 1/2 lata de leite condensado 1 colher sopa margarina em temperatura ambiente 100 g de coco ralado sem adicao de acucar 1 colher sopa margarina em temperatura ambiente 1/2 lata de leite condensado restante da massa
bolos-e-tortas-doces,35MIN,20 porções,3 ovos 1 xicara cha de oleo 1/2 xicara cha de leite 1 1/2 xicaras cha de acucar 2 xicara cha farinha de trigo 1/2 xicara cha de chocolate 1 colher sopa de fermento em po
carnes,60MIN,6 porções,1 peca de alcatra de 1200kg 1 pacote de sopa creme de cebola 1 garrafa pequena de cerveja preta 300ml 1 embalagem pequena de molho de tomate 200g 1 cebola e tres dentes de alho picados 1cubos de caldo de costela oleo para refogar a carne
aves,50MIN,4 porções,4 contra coxas maionese 1 envelope de sopa de creme de cebola sal
peixes-e-frutos-do-mar,60MIN,6 porções,2 lombos de peixe dourada filhote mapara 1 lata de molho de tomate 1 cebola media 1 dente de alho 1/2 xicara de oleo canola ou girassol sal a gosto azeite de oliva extra virgem 1 pimentao verde 1 pimentao amarelo 1 pimentao vermelho 1 cebola media 1 xicara de alcaparras 1 colhe de bacon picado alface azeite de oliva extravirgem sal a gosto
massas,75MIN,20 porções,2 ovos 2 copos de leite 2 xicaras de farinha de trigo 1 colher de sopa de oleo 1 colheirinha de sal 2 peitos de frango 1 copo de requeijao 2 colheres sopa de farinha de trigo 1 cebola grande picada 2 colheres de manteiga 1 xicara de leite 100 gramas de queijo parmesao ralado sal pimenta oregano tempero verde
doces-e-sobremesas,60MIN,10 porções,1 litro de leite 2 latas de leite condensado 1 lata de creme de leite 1 gema 2 colheres de sopa de amido de milho 1 pacote de bolacha champanhe 1 lata de pessego em calda 3 colheres de sopa de acucar
bolos-e-tortas-doces,40MIN,24 porções,1 3/4 xicara de farinha de trigo 2 colheres cha de fermento em po 1/2 colher cha de bicarbonato 2 colheres sopa de chocolate em po 3/4 de xicara de acucar 1 pitada de sal 3/4 de xicara de gotas de chocolate meio amargo 1 xicara de leite 1/3 xicara mais duas colheres cha de oleo 1 ovo 1 colher cha de extrato de baunilha 120 g de manteiga sem sal 1 1/2 xicara de cha de acucar confeiteiro 1 colher de cha de extrato de baunilha 2 colheres de sopa de chocolate em po confeitos em formato de micangas de chocolate para decorar
carnes,40MIN,8 porções,1 kg de file picado 2 cebolas brancas picadas 3 dentes de alhos picados 1 lata de creme de leite sem soro oleo de girrasol sazon a gosto
aves,50MIN,5 porções,1 envelope de creme de galinha 1/2 litro de leite 2 gemas batidas 1/2 xicara de maizena 1/2 xicara de farinha de trigo 1 peito de frango de 400 g 2 colheres de sopa de oleo 1 cebola grande picada 1 cubinho de caldo de galinha dissolvido em 1/2 xicara de agua fervente 2 claras batidas 2 xicaras de farinha de rosca
peixes-e-frutos-do-mar,20MIN,4 porções,700 g de lulas limpas sal limao e pimenta do reino azeite para grelhar 2 colheres de sopa de alho picado e frito 1/2 xicara de cafe de vinho branco salsinha picada
massas,45MIN,10 porções,1 xicara cha de agua 1 colher sopa de oleo 1 colher sopa de pinga 1 colher cafe de fermento em po  1/2 colher cafe de sal farinha ate dar o ponto molho de tomate presunto queijo mussarela oregano
doces-e-sobremesas,25MIN,7 porções,1 lata de leite condensado 1 lata de creme de leite 4 ou 6 maracujas se quiser que fique mais cremoso use 4 maracujas
bolos-e-tortas-doces,40MIN,0 porções,1 lata de leite condensado a mesma medida lata de leite de vaca a mesma medida de leite de coco a mesma medida de farinha de trigo 1/2 medida de acucar 3 ovos inteiros 3 colheres de sopa de margarina
carnes,60MIN,6 porções,4 bistecas de porco 12 batatas bolinhas 2 dentes de alho 1 xicara cha de cheiro-verde picado 2 xicaras cha de cerveja 2 colheres sopa de manteiga sal e pimenta-do-reino branca a gosto
aves,45MIN,6 porções,1 frango medio 2 garrafas de cerveja preta long nek 1 pacote de creme de cebola 4 batatas grande
peixes-e-frutos-do-mar,60MIN,10 porções,1 kg de bacalhau cozido e desfiado 1/2 kg de batata cozida e amassada 300 g de batata palha 200 g de queijo parmesao ralado maionese a gosto farinha de rosca 1 lata de creme de leite 1 copo de leite 300 g de mussarela picada cheiro verde a gosto 2 colheres de sopa de manteiga ou margarina cebola 1/4 de azeite
massas,10MIN,12 porções,3 bananas nanicas amassadas 1 banana cortada em rodelas para recheio opcional 2 ovos 2 xicaras de farinha de trigo 1 colher cafe de sal 1 xicara cafe de leite 2 colheres sopa de margarina derretida 2 colheres sobremesa de fermento em po 1 colher cha de bicarbonato 1  1/2 xicaras cha de acucar 1 colher sopa de canela em po se quiser adicionar a massa essencia de baunilha
doces-e-sobremesas,30MIN,30 porções,4 xicaras de cenouras raladas crua 2 xicaras cha de acucar 1 lata de leite condensado acucar cristal ou granulado cor laranja galinhos de cenouras ou salsinha ou faca raminhos com papel crepom com a pontinha enrolado em papel aluminio
bolos-e-tortas-doces,120MIN,30 porções,4 ovos 1 e 1/2 xicara de acucar 1 xicara de achocolatado em po 2 xicaras de farinha de trigo 1/2 xicara de oleo 1 xicara de agua morna 1 colher sopa bem cheia de fermento voce deve fazer duas receitas desse bolo para dar a altura ideal do bolo de kit kat 1 lata de leite condensado 1 colher sopa de margarina 1 colher cha de essencia de baunilha 1 caixinha de creme de leite 1 lata de leite condensado 1 colher sopa de margarina 1 colher sopa de cacau em po/ chocolate do padre 1 caixinha de creme de leite 2 barras de chocolate meio amargo de 170 g cada uma 1 caixinha de creme de leite 14 pacotes de kit kat que vem 4 em cada um 2 pacotes de m&ms de 200 g 200 ml de guarana
carnes,0MIN,0 porções,um bom pedaco de carne bovina que pode ser costela picanha ou etc  sal grosso a vontade um ou varios espetos conforme a fome ou os trocos do vivente fogo de lenha de gas carvao
aves,90MIN,8 porções,2 kg de coxa e sobrecoxas de frango 2 dentes de alho sal a gosto pimenta do reino limao ou vinagre 1 copo de suco de laranja
peixes-e-frutos-do-mar,60MIN,12 porções,1 kg de camarao 1 kg de macarrao 4 colheres de sopa de maizena 1 lata de creme de leite 1 l de leite 1 cebola media picada 1 tablete de claybon ou margarina qualy sal a gosto
massas,60MIN,16 porções,2 colheres sopa de fermento natural ou 2 tabletes de 15 g  1/2 xicara cha de acucar 2 ovos  1/2 xicara cha de manteiga 1 xicara cha leite fica mais rapido com agua mas nao tao gostoso 4 xicaras de farinha de trigo 1 pitada de sal 250 ml de leite 100 g de acucar pode colocar mais pois fica pouco doce 3 gemas passadas pela peneira 25 g de maisena  1/2 colher sopa de baunilha 200 g coco ralado grosso umido
doces-e-sobremesas,40MIN,20 porções,1 litro de leite 3 caixas de po para pudim sabor chocolate 1 lata de leite condensado 1 lata de creme de leite
bolos-e-tortas-doces,60MIN,60 porções,4 ovos grandes 400 g de cenoura 1 xicara de oleo 2 xicaras de acucar 1 e 3/4 xicaras de farinha de trigo 50 g de chocolate granulado 50 g de coco ralado 1 colher sopa de fermento em po 1 barra 200 g de chocolate meio amargo 1 caixinha de creme de leite
carnes,40MIN,4 porções,1 kg de costelas de cordeiro separadas 4 dentes de alho 1 xicara de azeite de oliva virgem extra 1 maco de salsinha sal e pimenta a gosto
aves,40MIN,6 porções,2 xicaras de oleo 1/2 cebola cortada em cubos 500 g de peito de frango cortado em cubos 1 colher de sopa de molho ingles sal e pimenta do reino 1 colher de margarina 1/2 cebola picada 1 lata de milho 200 ml de leite de coco 2 colheres de cha de farinha de trigo sal
peixes-e-frutos-do-mar,30MIN,10 porções,500g de bacalhau aferventado e desfiado 2 cebolas cortadas em rodelas meia xicara de azeite 1kg de batas cozidas e espremidas 100g de margarina 500g de maionede 250g de cenouras cortadas em palitos e cozidas 1 lata de ervilhas 50g de azeitonas pretas 50g de queijo ralado tipo parmesao
massas,30MIN,0 porções,50 g de fermento biologico 1 colher sobremesa de sal 1 pitada de acucar  1/2 xicara cha de oleo 1 xicara cha de agua morna 500 g de farinha de trigo farinha de trigo para enfarinhar 200 g de mussarela fatiada 200 g de presunto fatiado 2 tomates cortados em rodelas bem temperados com sal e oregano 1 ovo batido oregano para polvilhar queijo ralado para polvilhar
doces-e-sobremesas,60MIN,60 porções,1 lata de leite condensado 4 colheres sopa de chocolate em po ou achocolatado 1 colher sopa de margarina chocolate granulado ou granulado colorido
bolos-e-tortas-doces,50MIN,10 porções,2 xicaras cha de farinha 1 colher sopa de fermento em po 1 vidro de leite de coco 200 ml 2 xicaras cha de acucar 4 ovos 100 g de coco ralado 1/2 xicara de oleo margarina e farinha para untar
carnes,60MIN,10 porções,2 kg de lagarto 2 colheres de sopa de oleo 2 colheres de sopa de azeite 3 dentes de alho 1 colher de sopa de sal 1 cubo de caldo de carne 1 lata de cerveja preta 200ml de agua 1 lata de molho de tomate 1 folha de louro
aves,60MIN,5 porções,600 g de peito de frango cortado ao meio sem pele 2 dentes de alho amassados 1/2 cebola pequena picada 1/4 de xicara de cha de margarina 1 xicara de cha de farinha de rosca sal a gosto
peixes-e-frutos-do-mar,30MIN,8 porções,1/2 kg de camarao 2 ovos mexidos como se fosse para omelete 1 xicara de farinha de trigo 1 xicara de fafofa oleo para fritar
massas,180MIN,0 porções,2 colheres de fermento de padaria pegue com seu padeiro 250 ml de leite 1/2 concha de oleo acucar a gosto mais ou menos 1 xicara nao muito cheia 1/2 colher das de cha de sal 1 kg de farinha de trigo 2 ovos inteiros
doces-e-sobremesas,20MIN,15 porções,1 litro de agua filtrada 2 xicaras de cha de acucar 1 colher de sopa rasa de liga neutra 1 colher de sopa cheia de sabor para sorvete do sabor desejado limao galego maracuja uva abacaxi goiaba kiwi 1 litro de leite integral 2 xicaras de cha de acucar 1 colher de sopa rasa de liga neutra 1 colher de sopa cheia de sabor para sorvete do sabor desejado coco chocolate milho verde leite condensado amendoim
bolos-e-tortas-doces,70MIN,8 porções,1 xicara cha de acucar 2 xicaras cha de farinha de trigo 1 xicara cha de leite 1 colher sopa de fermento em po 8 colheres sopa de margarina 4 bananas cortadas em fatias acucar e canela para polvilhar
carnes,30MIN,4 porções,1 colher sopa de manteiga  1/2 xicara cha de cebola picada 1 colher cha de alho picado 300 g de carne picada na ponta da faca 3 xicaras cha de agua quente com 1 tablete de caldo de carne dissolvido 2 tomates sem pele e sem sementes picados 100 g de cogumelo fatiado  1/4 xicara cha de catchup sal e pimenta do reino a gosto 2 xicaras cha de talharim 100 g 1 xicara cha de creme de leite sem soro
aves,60MIN,4 porções,500 g de file de peito de frango 2 colheres de sopa de azeite 2 dentes de alho 1 cebola pequena 5 tomates sem pele e sem sementes 1 colher de sobremesa de alcaparras 1 pimenta dedo de moca pequena 5 tomates secos 3 ramos de manjericao sal a gosto
peixes-e-frutos-do-mar,40MIN,6 porções,4 postas de salmao fresco sumo de 2 laranjas sumo de 1 limao sal quanto baste 1/2 cebola em laminas 8 cogumelos grandes
massas,45MIN,0 porções,1 copo de leite 3/4 copo de oleo 3 ovos 3 copos de polvilho doce 2 saquinhos de queijo parmesao ralado de preferencia o crioulo 1/2 colher de sopa de fermento em po royal
doces-e-sobremesas,60MIN,12 porções,2 latas de leite condensado 2 latas de creme de leite reservar o soro 2 latas de leite integral 2 colheres de amido de milho 2 colheres de margarina sem sal 4 colheres de achocolatado em po 100 g de coco ralado 2 pacotes de bolacha maisena chocolate branco e ao leite ralados para enfeitar
bolos-e-tortas-doces,60MIN,8 porções,1 pote de iogurte natural de 170 g 3 ovos 1 pote do iogurte de acucar 1 pote do iogurte de chocolate em po 3 potes do iogurte de farinha de trigo 1 colher sopa de fermento 1 ou 2 potes de 350 g de creme de avela para rechear e cobrir se quiser cobrir e rechear use 2 1 pote do iogurte de oleo
carnes,40MIN,3 porções,1 kg costela bovina 1 caldo knorr costela 4 cebolas inteiras
aves,45MIN,6 porções,1 lata de milho verde sem agua 1 lata de creme de leite sem soro 2 colheres de sopa de amido de milho 1 copo de leite 2 peitos de frango urucum pimentao picado cebola picada tomate picado 1 copo de requeijao queijo fatiado batata palha
peixes-e-frutos-do-mar,30MIN,6 porções,1/2 colher de cha de pimenta do reino 1 xicara e meia de leite 1 xicara e meia de agua 1 xicara e meia de caldo de galinha 1 colher e meia de sopa de manteiga 2 colheres de sopa de azeite extravirgem 2 alhos picados 2 xicaras de lentilha 2 claras 6 colheres de sopa de cebola picadinha 200 g de bacalhau desfiado e dessalgado
massas,90MIN,2 porções,30 g de fermento biologico seco 1/4 xicaras de acucar demerara 3 colheres de leite em po dissolvidas em 1 e 1/2 xicaras de agua morna 1/2 xicara de azeite de oliva extra virgem 1 ovo 1 colher cha de sal 600 g de farinha de trigo aproximadamente 1 gema para pincelar
doces-e-sobremesas,30MIN,6 porções,1 xicara cha de arroz 2 xicaras de agua 1 lata de leite condensado canela em po para decorar
bolos-e-tortas-doces,60MIN,10 porções,4 ovos 3/4 xicara de oleo mais ou menos 80 ml 6 bananas nanica 2 xicaras de farinha de rosca 1 colher sopa/rasa de fermento em po 2 xicaras de cha de acucar acucar e canela para polvilhar
carnes,15MIN,0 porções,o filetinho bem fino de contra file alcaparas azeite de oliva mostarda queijo parmesao
aves,40MIN,6 porções,1 frango grande picadoe temperado a gosto cenoura em cubinhos 1 pimentao picado salsa cebola milho verde coentro se gostar 8 dentes de alho 100 g de polpa de pequi picado 2 colheres de oleo de pequi 1 kg de arroz
peixes-e-frutos-do-mar,40MIN,8 porções,1 xicara de cha de tomate cereja 1/2 xicara de cha de azeitonas pretas 1/2 xicara de cha de azeite 1/2 colher de sopa de folha de tomilho 1/4 de xicara de cha de salsinha picada 2 colheres de sopa de manteiga derretida 4 batatas medias 4 colheres de sopa de oleo 4 dentes de alho amassados 4 postas de bacalhau de 150 g cada dessalgado e aferventado 400 g de cogumelo fatiado sal e pimenta do reino
massas,120MIN,50 porções,60 g de fermento para pao 2 copos de requeijao de agua morna 1 colher sopa de acucar 4 colheres sopa de oleo 1 1/2 colher sopa de sal 2 colheres sopa de pinga 1 kg de farinha de trigo recheio de sua preferencia como mussarela calabresa atum palmito frango banana goibada etc
doces-e-sobremesas,40MIN,12 porções,1 lata de leite condensado 2 medidas do leite condensado de leite comum 3 gemas 2 colheres de sopa de amido de milho 1 lata de creme de leite com soro 3 claras batidas em neve 3 colheres de sopa de acucar 10 colheres de sopa de acucar 5 colheres de sopa de achocolatado 200 ml de agua
bolos-e-tortas-doces,30MIN,30 porções,3 ovos inteiros 2 xicaras cha de acucar 2 xicaras cha de fuba 3 colheres sopa de farinha de trigo 1/2 copo americano de oleo 1 copo americano de leite 1 colher sopa de fermento em po
carnes,10MIN,8 porções,500g de carne moida 1 ovo 100g de trigo para quibe 2 dentes de alho cheiro verde sal meio tablete de manteiga sem sal 1 copo de amido de milho 2 copos de leite 1 lata de creme de leite sem soro sal
aves,90MIN,6 porções,12 sobrecoxas sem osso e sem pele 1/2 l de leite 200 g de biscoito agua e sal 100 g de queijo ralado 1 colher de sopa de manteiga
peixes-e-frutos-do-mar,40MIN,8 porções,1 kg de bacalhau ja demolhado e cortado em postas 1 colher de cha de folhinhas de tomilho 1 xicara de cha de nozes ou pistache 1 maco de salsinha picada 1/2 xicara de cha de azeite 1/2 xicara de cha de uva passa escura hidrate em 10 minutos de agua quente e escorra 2 colheres de sopa de vinagre balsamico 2 colheres de cha de alho picado 2 cebolas em cubos pequenos 6 tomates grandes bem maduros sem pele e sem semente cortados em cubos pequenos sal e pimenta do reino moida na hora
massas,20MIN,4 porções,800 g de pinhao fervido 1 massa para pizza grande 200 g de queijo parmesao oregano a gosto sal a gosto pimenta a gosto
doces-e-sobremesas,20MIN,22 porções,3 xicaras de leite em po 1/2 xicara de acucar refinado para o doce original use o acucar caso queira de chocolate entre outros utilize gelatina do sabor escolhido no lugar do acucar 1 lata de leite condensado
